CODIGO;DESCRICAO PRODUTO;P_CUSTO;P_VENDA;%MG_VD;
10513;CAMISETA PINK FEM.EST.PEIXES LUVINHA TAMBAQUI GD;53,2;86;61,65;
10302;CAMISETA PINK FEM.EST.PEIXES LUVINHA TAMBAQUI MD;53,2;79,9;50,19;
10303;CAMISETA PINK FEM.EST.PEIXES LUVINHA TUCUNARE GD;59,6;89,5;50,17;
4395;CAMISETA PP SNOB DOG;15;19,9;0;
4396;CAMISETA PQ SNOB DOG;15;22;0;
2862;CAMISINHA P/LAMPIAO 300VELAS;0,55;0,99;0;
4155;CAMISINHA P/LAMPIAO 500/600 VELAS BRASFO;0,416;2;0;
14233;CAMISINHA P/LAMPIAO ANCORA 500/600VELAS;2,04;3,5;71,57;
10326;CAMISINHA P/LAMPIAO WESTERN 300/400VELAS;1,19;2,5;110,08;
11418;CAMISINHA P/LAMPIAO WESTERN 300/400VELAS;1,11;2;80,18;
4941;CAMISINHA P/LAMPIAO WESTERN 500/600VELAS;0,319;1,5;0;
11868;CAN ADULTO 12KG;338;439,4;30;
7587;CAN ADULTO ESTOMAGO SENSIVEL 2,5KG;71,48;93;0;
6258;CAN ADULTO MADURO RACAS PEQ.1KG;35,12;49;0;
11214;CAN CUIDADOS DA PELE 2KG HILLS;70,17;96;36,81;
12625;CAN FEL A D LATA 156GR;27,46;37,99;38,35;
7687;CAN FEL A/D LATA 156GR;17,68;23,99;35,69;
15304;CAN I D GASTROINTESTINAL LATA 156GR;25,38;32,99;29,98;
7589;CAN I/D LATA 370GR DIGESTIVE CARE;15,15;37,99;150,76;
12457;CAN K/D LATA 370GR;23,07;32,3;40,01;
11869;CAN R/D OBESIDADE 10,1KG;372,75;494,01;32,53;
11706;CAN Z/D LATA 370GR;26,96;36;33,53;
11289;CANARIA FEMEA;15;35;133,33;
1549;CANARINA;14,7;23,6;0;
2981;CANARINA C/MEL 300GR MUNDO DAS AVES;3,1;4,7;0;
5777;CANARINA C/MEL 300GR TORNEIO NUTRICAO;2,75;4,4;0;
315;CANARIO DA TERRA GOLD MIX 500GR;7,98;12,5;56,64;
5252;CANARIO DA TERRA MIX 500GR CIA DOS PASSA;3,7;5,99;0;
2922;CANARIO DA TERRA MUNDO DAS AVES 500GR;2,97;4,5;0;
11062;CANARIO DA TERRA PREMIUM 500GR PASSARO MANIA;4,5;7,2;60;
3659;CANARIO DO REINO 500GR MUNDO DAS AVES;3,31;4,99;0;
1255;CANARIO DO REINO GOLD MIX 500GR;9;13,7;52,22;
5248;CANARIO DO REINO MIX 500GR CIA DOS PASSA;3,291;5;0;
15516;CANECA C ABA E GANCHO PLASTICA;2,92;4,7;60,96;
9929;CANECA DE ALUMINIO P PAPAGAIO C ABA GD;5,82;9,99;71,65;
9931;CANECA DE ALUMINIO P PAPAGAIO C ABA PQ;4,28;6,99;63,32;
5278;CANECA DE ALUMINIO P/PAPA.C/GANCHO GR 3;3,46;5,6;61,85;
5541;CANECA DE ALUMINIO P/PAPA.C/GANCHO MD 2;2,25;3,6;0;
5542;CANECA DE ALUMINIO P/PAPA.C/GANCHO PQ 1;2,88;4,8;66,67;
7192;CANECA DE ALUMINIO P/PAPAGAIO C/ABA GD;4,28;6,9;61,21;
9928;CANECA DE ALUMINIO P/PAPAGAIO C/ABA GG;6,27;10,5;67,46;
4792;CANECA DE ALUMINIO P/PAPAGAIO C/ABA GG;4;6,4;0;
3648;CANECA DE ALUMINIO P/PAPAGAIO C/ABA MD;3,63;5,8;59,78;
9930;CANECA DE ALUMINIO P/PAPAGAIO C/ABA MD;4,89;7,99;63,39;
3218;CANECA DE ALUMINIO P/PAPAGAIO C/ABA PQ;2,81;4,5;60,14;
6085;CANECA FIBRA COCO C/SUPORTE ECOFLORA;1,7;3,5;0;
17407;CANECA INOX PASSAROS C/BORBOLETA 300ML;9,97;15,99;60,38;
17408;CANECA INOX PASSAROS C/BORBOLETA 600ML;12,7;20,5;61,42;
17406;CANECA INOX PASSAROS C/GANCHO 300ML;8,83;14,99;69,76;
17405;CANECA INOX PASSAROS C/GANCHO 600ML;11,74;18,99;61,75;
7562;CANECA PLAST.SUP.ARAME 190ML;3,49;5,6;0;
7561;CANECA PLAST.SUP.ARAME C/GRADE 500ML;5,81;9,3;0;
17163;CANECA PLASTICO C/ABA E GANCHO;3,2;5,5;71,88;
6444;CANECA PORCELA MD;3,5;5,6;0;
6443;CANECA PORCELA PQ;2,5;4;0;
15914;CANELA BOVINA LL PET;11,36;18,5;62,85;
16951;CANELA DE CORDEIRO DEFUMADO /PET/;15;24;60;
10556;CANETA LED;9,98;16;60,32;
14766;CANETA MARCADOR PERMANENTE BRASFORT;1,65;2,99;81,21;
16145;CANETA MARCADOR PERMANENTE BRASFORT VERM.;1,65;2,99;81,21;
1755;CANEX COMPOSTO 4 COMP.;5,86;9,99;70,48;
9980;CANEX PLUS 3  O COMPRIMIDO;3,5;6;71,43;
7121;CANEX PLUS 3 4 COMP.;13,81;29,99;117,16;
14682;CANEX PREMIUM 3,6G 40KG 2 COMP.;66,64;99,99;50,05;
14681;CANEX PREMIUM 900MG 10KG 4 COMP.;43,81;65,9;50,42;
151;CANIL;2,4;3,8;0;
150;CANIL 15KG;36;50,5;0;
14890;CANIS FULL SPOT 5 A 10KG;50,7;76;49,9;
5426;CANISTER DOPHIN C 1300 110V 2300L/H;299,9;480;0;
17181;CANISTER DOPHIN C 1300 220V 2640L/H;149,9;799;433,02;
16653;CANISTER DOPHIN C 1600 220V 2800L/H;375;980;161,33;
5115;CANISTER DOPHIN C 500 127V 500L/H;199,9;330;0;
16652;CANISTER DOPHIN C 500 220V 1070L/H;228,8;580;153,5;
5182;CANISTER DOPHIN C 700 127V 1520L/H;249,9;410;0;
4596;CANISTER EXTERNAL 120 500 L/H;170;270;0;
5582;CANISTER JET 3358 980LT 110V;169,9;299;0;
6161;CANISTER JET 3378 1590VT 110V;599,99;1280;113,34;
5447;CANISTER SF-601 ALL IN POWER FILTER;125;200;0;
5581;CANISTER SICCE WHALE 200LT 110V;289,9;470;0;
16308;CANIVETE ARAGUARI EXTRA GRANDE;35,2;56,5;60,51;
12881;CANIVETE ARAGUARI GD;23,53;37,99;61,45;
13398;CANIVETE ARAGUARI GD C/BAINHA;32,76;52,5;60,26;
16307;CANIVETE ARAGUARI PEQ.;22,62;36,2;60,04;
9841;CANIVETE ARTICULAVEL 3,5 ACO INOX CATUAI;13,9;22,5;61,87;
9840;CANIVETE ARTICULAVEL 3,5 PONTA LARGA ACO INOX CATUAI;13,9;22,5;61,87;
3027;CANIVETE AUT. GD;14;28;0;
6450;CANIVETE AUT. GD ARMADURA C/FLIP;10;18;0;
6451;CANIVETE AUT. GD ARMADURA C/LANTERNA;10;18;0;
8126;CANIVETE AUT. MD;16;28;0;
5137;CANIVETE AUT. MINI;4;12,5;0;
3026;CANIVETE AUT. PQ;5,6;10;0;
11688;CANIVETE AUT.HZ 06 1110;12;19,99;66,58;
11687;CANIVETE AUT.HZ 06 1111;12;19,99;66,58;
11689;CANIVETE AUT.HZ 06 1113;12;19,99;66,58;
11686;CANIVETE AUT.HZ 06 1117;12;19,99;66,58;
11524;CANIVETE AUT.XINGU XV3279;26,45;43,2;63,33;
3024;CANIVETE AUTOMATICO;12;19,9;0;
13634;CANIVETE AUTOMATICO C/CLIP MD;20;32;60;
13635;CANIVETE AUTOMATICO C/CLIP PQ;15;29;93,33;
12515;CANIVETE AUTOMATICO GD ARMADURA;25;40;60;
2798;CANIVETE AUTOMATICO VARIADOS;18;33;0;
15731;CANIVETE BIANCHI C/BAINHA 10102/33 REF.103A;70,71;113,2;60,09;
17082;CANIVETE BIANCHI C/BAINHA 10103/33 REF.104A;74,21;118,8;60,09;
14424;CANIVETE BIANCHI C/CLIP GD REF.13909/33;40,07;64,99;62,19;
14423;CANIVETE BIANCHI C/CLIP PQ.REF.13909/11;42,66;67,99;59,38;
4807;CANIVETE BIANCHI REF.10102/22;46,3;73,99;59,81;
4804;CANIVETE BIANCHI REF.10102/33;51,79;83,9;62;
4808;CANIVETE BIANCHI REF.10103/22;20;32;0;
4806;CANIVETE BIANCHI REF.10103/33 / 104A;55,28;88,99;60,98;
6447;CANIVETE BIANCHI REF.10103/33 ALUMINIO ACRILICO;48,38;73;50,89;
6449;CANIVETE BIANCHI REF.10106/11;19,6;32;0;
6448;CANIVETE BIANCHI REF.10106/33;67,81;108,5;60,01;
4809;CANIVETE BIANCHI REF.10112/22;20;32;0;
4805;CANIVETE BIANCHI REF.10112/33;26,6;43;0;
5728;CANIVETE BIANCHI REF.10302/11;43,68;69,99;60,23;
16305;CANIVETE BIANCHI REF.10302/33;51,79;82,99;60,24;
16304;CANIVETE BIANCHI REF.10303/11;46,95;74,99;59,72;
5729;CANIVETE BIANCHI REF.10303/11;19,6;31,5;0;
6446;CANIVETE BIANCHI REF.10303/11;19,6;31,5;0;
16306;CANIVETE BIANCHI REF.10303/33;52,67;84,99;61,36;
17083;CANIVETE BIANCHI REF.10307/33;70,8;113,99;61;
10236;CANIVETE BIANCHI REF.10405/33;66,64;107;60,56;
2770;CANIVETE BIANCHI REF.22 CABO ALUM/MADEIR;14;21;0;
15910;CANIVETE BLOQ INOX 3 C/TRAVA BIANCHI;77,31;123,7;60,01;
10329;CANIVETE C 3973;12;20;66,67;
4105;CANIVETE CIMO ACO INOX CB INOX 9440/3;27,37;44;0;
4106;CANIVETE CIMO CABO LATAO CHIFRE 330/5;22,37;35,8;0;
12550;CANIVETE CIMO COD.16/3;42,28;68;60,83;
12551;CANIVETE CIMO COD.55/3 C/BAINHA;36,09;58;60,71;
4110;CANIVETE CIMO INOX C/CLIP 14/3;16,81;26,9;0;
4113;CANIVETE CIMO INOX CB ACRI.C/CLIP 20/3;16,3;26,1;0;
4112;CANIVETE CIMO INOX CB ALUM.ACRIL.210/3;17,93;28,7;0;
4111;CANIVETE CIMO INOX CB ALUM.ACRIL.320/7;19,61;31,4;0;
4116;CANIVETE CIMO INOX CB LATAO ACRI.330/5;19,34;31;0;
4109;CANIVETE CIMO INOX CB LATAO C/MAD.310/3;20,62;33;0;
4117;CANIVETE CIMO INOX CB MADEI.C/CLIP 16/3;18,56;29,7;0;
4115;CANIVETE CIMO INOX TRADICIONAL 220/3;26,39;42,5;61,05;
12516;CANIVETE CLIP GD ARMADURA;20;32;60;
6818;CANIVETE CLIPE COLUMBIA C-3956;18;29;61,11;
6817;CANIVETE CLIPE COLUMBIA C-3962;16;26;0;
6819;CANIVETE CLIPE COLUMBIA C-3973;16;26;0;
3023;CANIVETE COLHER E GARFO;5;11;0;
16430;CANIVETE ESPORTIVO TAUE 164;20;32;60;
16431;CANIVETE ESPORTIVO TAUE 8012;18,4;29,99;62,99;
16432;CANIVETE ESPORTIVO TAUE 888;28;44,8;60;
16433;CANIVETE ESPORTIVO TAUE 888 B;28;44,8;60;
17030;CANIVETE ESPORTIVO TAUE 888B;28,8;46,1;60,07;
17029;CANIVETE ESPORTIVO TAUE 888Y;28,8;46,1;60,07;
16434;CANIVETE ESPORTIVO TAUE FA18;32,17;52;61,64;
16429;CANIVETE ESPORTIVO TAUE TC08;26;41,6;60;
7610;CANIVETE FLIP.;23;46;0;
13636;CANIVETE GD CURVO;20;32;60;
13776;CANIVETE INOX;25;40;60;
8127;CANIVETE INOX CLIP ARMADURA;16;29;0;
7238;CANIVETE LAMINA LARGA;10;16;0;
3025;CANIVETE MACHADO MULTI USO;13;26;0;
5138;CANIVETE MINI;4;10;0;
14827;CANIVETE MINI COM BAINHA SIMPLES;28,3;45,5;60,78;
3022;CANIVETE MULT 11 FUNCOES;3,5;8;0;
10328;CANIVETE MULTI FUNCOES H 304;7,2;12;66,67;
17032;CANIVETE ORIGINAL LAMINA LARGA;15,36;25;62,76;
6452;CANIVETE PRETO PQ ARMADURA;8;14;0;
15337;CANIVETE TAUE 20373;18,75;30;60;
15033;CANIVETE TAUE 20613;18,75;29,99;59,95;
15724;CANIVETE TAUE 618;14,9;23,99;61,01;
15034;CANIVETE TAUE 705;11,15;18;61,43;
15338;CANIVETE TAUE 821;15,2;24,99;64,41;
15032;CANIVETE TAUE 8359;15,2;25;64,47;
15336;CANIVETE TAUE B65;15,2;24,99;64,41;
16023;CANIVETE TAUE DGH;20,5;32,8;60;
16025;CANIVETE TAUE DGK;20,48;32,9;60,64;
16027;CANIVETE TAUE F 114;22,4;35,99;60,67;
16026;CANIVETE TAUE F 80;26,4;42,5;60,98;
16024;CANIVETE TAUE FA20;30,4;48,9;60,86;
15833;CANIVETE TAYE 718;20,06;32,5;62,01;
15737;CANIVETE TAYE 718A;20,06;32,1;60,02;
15909;CANIVETE TIRRENO ALUMINIO 3 1/2 BIANCHI;84,25;134,8;60;
725;CANIVETE TRAMONTINA C/BICO;6,7;10,05;0;
724;CANIVETE TRAMONTINA LAMINA LARGA;26,09;42;60,98;
14828;CANIVETE XINGU 5 FUNCAO XV3058;13,25;21,99;65,96;
14228;CANIVETE XINGU CABO CAMUFLADO XV3140;13,53;22,99;69,92;
14229;CANIVETE XINGU CABO MADEIRA XV3093;14,28;25,2;76,47;
12318;CANIVETE XINGU CABO MADEIRA XV3094;13,61;25,2;85,16;
12319;CANIVETE XINGU CABO PLASTICO CAMUFLADO XV3137;8,05;15;86,34;
15339;CANIVETE XINGU DE METAL CABO PLAS.C BAINHA XV3152;14,51;23,99;65,33;
15340;CANIVETE XINGU DE METAL CABO PLAS.C BAINHA XV3153;15,02;24,99;66,38;
13042;CANIVETE XINGU DE METAL XV2929;11,1;21;89,19;
13041;CANIVETE XINGU DE METAL XV2930;10,54;19,99;89,66;
15035;CANIVETE XINGU DE METAL XV3138;9,92;19,99;101,51;
15341;CANIVETE XINGU METAL XV 2928;9,18;15,6;69,93;
15736;CANIVETE XINGU XV3181;26,85;42,99;60,11;
15625;CANIVETE XINGU XV3569;5,99;11;83,64;
15626;CANIVETE XINGU XV3575;11,47;19,99;74,28;
15627;CANIVETE XINGU XV3577;10,49;19,99;90,56;
6718;CANO AGUA MARROM 1,1/2 6MT PLASTIK;38,9;59;0;
6719;CANO ESGOTO 40MM 6MT PLASTIK;22,89;37;61,64;
6717;CANO ESGOTO 50MM 6MT PLASTIK;39,99;55,99;40,01;
15840;CANO FORTLEV 1 BARRA MARROM;31,79;49,99;57,25;
10034;CANO FORTLEV 1,1/2 BARRA MARROM;47,25;62;31,22;
10033;CANO FORTLEV 3 4 BARRA MARROM;16,69;24,9;49,19;
4526;CANO MAJESTIC 3/4 BARRA MARROM;7,15;10;0;
14007;CANO PARA CHUVEIRO POLIDO 40CM;5,29;8,5;60,68;
6064;CANO PRA ANTENA 3MT;7,852;12;0;
4296;CANTAXANTIN E;6,07;9,7;0;
10814;CANTAXANTINA SETA 2GR;10,95;17,5;59,82;
8255;CANTIL 1LT SOPRANO VERMELHO C/ALCA;29,99;48;60,05;
5668;CANTIL ALUMINIO 1,61LT WESTERN;24,19;38,7;0;
7180;CANTIL DE PORCELANA;14,56;23,3;0;
6793;CANTIL INOX 170ML WINCY;8,46;17;0;
9712;CANTIL TAUE P/BEBIDA PEQ.;12;19,99;66,58;
13602;CANTOLINDO IODO10ML;9,8;15,5;58,16;
491;CANTOLINDO MOMENTO DA MUDA 10ML;7,98;12,8;0;
3774;CANTOLINDO POLIVITAMINICO 30ML;7,88;12,75;0;
13601;CANTOLINDO VIAS AEREAS10ML;13,11;21;60,18;
16086;CANUITE AMARELO 1 ROLO 25MT;49,49;74,3;50,13;
14256;CANUITE AMARELO 3 4 C 50MT;50,79;76,19;50,01;
988;CAO CARTOON VERMELHO REF.3078;12,14;19,5;0;
10171;CAO MIL MIX 15KG;48;73;52,08;
12759;CAPA DE CHUVA  GD STANDARD AMARELA,;18,45;29,9;62,06;
15199;CAPA DE CHUVA  XG AMARELA,;29,9;44,9;50,17;
15200;CAPA DE CHUVA  XG AZUL;29,9;44,9;50,17;
16792;CAPA DE CHUVA AMARELA EG NIKOKIT;24,35;39;60,16;
13424;CAPA DE CHUVA DESCARTAVEL AV;2,8;4,5;60,71;
14712;CAPA DE CHUVA DESCARTAVEL GARRA;4,56;7,3;60,09;
14002;CAPA DE CHUVA DESCARTAVEL RIPLAS;2,42;3,99;64,88;
10258;CAPA DE CHUVA DESCARTAVEL VIVAPLAS;1,36;3,5;157,35;
4971;CAPA DE CHUVA FORRADA GG;10,58;17;0;
8172;CAPA DE CHUVA G/GG R.P16 JALECO;11,9;19,9;0;
11496;CAPA DE CHUVA INFANTIL TRANSPARENTE PLASTNOVA;6,83;11;61,05;
7480;CAPA DE CHUVA LAMINADA AMARELA NIKOKIT;10,03;16;0;
11486;CAPA DE CHUVA P MOTOQUEIRO GD VINILS EG;78,33;129,9;65,84;
11487;CAPA DE CHUVA P MOTOQUEIRO GG VINILSEG;73,94;118,3;59,99;
11489;CAPA DE CHUVA P MOTOQUEIRO MD VINILSEG;73,94;118,3;59,99;
3989;CAPA DE CHUVA P/MOTOQUEIRO G;45,5;79,9;75,6;
8173;CAPA DE CHUVA P/MOTOQUEIRO GG;44;77;0;
9546;CAPA DE CHUVA P/MOTOQUEIRO M;45,5;79,9;75,6;
6359;CAPA DE CHUVA R412A;3,75;6;60;
1820;CAPA DE CHUVA REFORCADA 1,05 MTS;11,28;18;0;
13268;CAPA DE CHUVA REFORCADA EXG ECOPOLI;24,78;39,65;60,01;
16229;CAPA DE CHUVA REFORCADA GD AMARELA;20,56;32,9;60,02;
11495;CAPA DE CHUVA REFORCADA GD ECOPOLI;20,56;33,6;63,42;
15571;CAPA DE CHUVA REFORCADA GG AMARELA;28,5;45,8;60,7;
15565;CAPA DE CHUVA REFORCADA GG AZUL;28,5;45,8;60,7;
15048;CAPA DE CHUVA REFORCADA GG BRASCAMP;21,52;34,5;60,32;
13267;CAPA DE CHUVA REFORCADA GG ECOPOLI;20,56;32,9;60,02;
17223;CAPA DE CHUVA REFORCADA XXG AMARELA;23,9;38,2;59,83;
16875;CAPA DE CHUVA REFORCADA XXG AZUL;31,9;50,99;59,84;
2217;CAPA DE CHUVA TRANSPARENTE;1,69;2,6;0;
6945;CAPA LATERAL BAGUN N04;7,136;11,5;0;
6944;CAPA LATERAL BAGUN N05;8,72;14;0;
10339;CAPA LATERAL N02;1,15;1,9;65,22;
10337;CAPA LATERAL N03;1,78;2,9;62,92;
10336;CAPA LATERAL N04;2,05;3,3;60,98;
10338;CAPA LATERAL N05;2,53;4,1;62,06;
11562;CAPA LATERAL N06;2,91;4,75;63,23;
6746;CAPA P/CARABINA DE PRESSAO CAMUFLADA ALMOFADADA;50,65;85;67,82;
12017;CAPA P/MOTOQUEIRO GD C/CAPUZ BRAVO PIONEIRA;73;116,8;60;
12018;CAPA P/MOTOQUEIRO GG C/CAPUZ BRAVO PIONEIRA;73;116,8;60;
12015;CAPA P/MOTOQUEIRO MD C/CAPUZ BRAVO PIONEIRA;73;116,8;60;
12016;CAPA P/MOTOQUEIRO XG C/CAPUZ BRAVO PIONEIRA;73;116,8;60;
9899;CAPA P/PISCINA MOR 4,600 LT;76,96;123,5;60,47;
13902;CAPA P/PISTOLA CAMUFLADA ALMOFADADA;24,94;39,9;59,98;
13903;CAPA P/PISTOLA PRETA ALMOFADADA;24,94;39,9;59,98;
12076;CAPS 1/2 FORTLEV MARRON;0,64;1,1;71,88;
6563;CAPS 3/4 FORTLEV MARRON;0,77;1,3;68,83;
450;CAPSTAR 11,4MG;12,6;22;74,6;
5759;CAPSTAR 11,4MG;8,24;12,5;0;
449;CAPSTAR 11,4MG C 6 COMP.;91,64;121;32,04;
5760;CAPSTAR 57 MG;9,47;14,5;0;
452;CAPSTAR 57 MG;14,49;24;65,63;
451;CAPSTAR 57 MG CX C 6COMP.;86,94;139,1;60;
13900;CAPSULA CO2 ROSSI;4,35;7,5;72,41;
7217;CAPTAIN BLACK CLASSIC 8 AROMA PIPE TOBAC;11;17,6;0;
3709;CARABINA DE PRESSAO 5,5 CBC F-22 MONTE N;460;800;0;
5987;CARABINA DE PRESSAO 5,5 CBC NITRO 1000;1750;2650;0;
5986;CARABINA DE PRESSAO 5,5 CBC STD MONTE N;870;1600;0;
6751;CARABINA DE PRESSAO 5,5 ROSSI;600;950;58,33;
7773;CARABINA DE PRESSAO JADE MAIS 5,5MM CBC;497;1070;115,29;
5242;CARAVELA ENVELHECIDA GD;42,52;75;0;
5838;CARAVELA ENVELHECIDA MD;30,29;50;0;
4601;CARBON ACTIVATED AC-150 BOYU;8;14;0;
17179;CARBOVET 20COMP.;24,27;38,9;60,28;
4756;CARPROFLAN 100MG;66,21;119,99;81,23;
4758;CARPROFLAN 25MG;39,96;69,99;75,15;
4757;CARPROFLAN 75MG;55,59;95,99;72,67;
2809;CARREGADOR DE PILHA P/2 PILHAS;4;8;0;
2810;CARREGADOR DE PILHA P/4 PILHAS;7;14;0;
5360;CARREGADOR DE PILHAS C/4 PILHAS PALI.MOX;14;28;0;
3392;CARREGADOR UNIVERSAL BOYU;3,5;7;0;
15488;CARRETILHA ALBATROZ 5 PINK 1 ROL ESQUERDA;118,12;189,99;60,84;
16437;CARRETILHA ALBATROZ EUVORA HG 2 + 1 ROLAMENTO ACQUA ESQUERDA;75,85;129,99;71,38;
16436;CARRETILHA ALBATROZ EUVORA HG 2 + 1 ROLAMENTO BLUE ESQUERDA;75,85;129,99;71,38;
16435;CARRETILHA ALBATROZ EUVORA HG 2 + 1 ROLAMENTO RED ESQUERDA;75,85;129,99;71,38;
10454;CARRETILHA BRONX 6 ROL DIREITA;87,8;149;69,7;
10453;CARRETILHA BRONX 6 ROL ESQUERDA;87,8;149;69,7;
15669;CARRETILHA CAIUS SHIMANO 151 HGB ESQUERDA;409,91;659,9;60,99;
6458;CARRETILHA CASTER 200 3 BALL BEARINGS;149;240;61,07;
6457;CARRETILHA CASTER 400 3 BALL BEARINGS;189;303;60,32;
6456;CARRETILHA ELITE 3000-HI 3 BALL BEARINGS;95;152;0;
4438;CARRETILHA HBC 1830AL ESQU.4 BALL BEAR;75,59;125;0;
3356;CARRETILHA INTRUDER 100HIL 1ROL.ESQUERDA;55,97;90;0;
3357;CARRETILHA INTRUDER 300HIL 3ROL.DIREITA;74,15;119;0;
15925;CARRETILHA KAWANA 6 BALL BEARING;153,75;249,99;62,6;
3700;CARRETILHA OKUMA XT CLX-302 2ROL.ESQUERD;116,75;235;0;
11129;CARRETILHA P4 4ROLA.ESQUER;70;112;60;
3187;CARRETILHA PACIFICA LP;42,35;105,88;0;
14025;CARRETILHA SUMAX 6 MAIS 1 BALL BEARING ESQUERDA;160;289;80,63;
2820;CARRETILHA TACOM SALINA 201 9ROLA.ESQUER;87,21;139,8;0;
4146;CARRETILHA TNT 4 4BALL BEARING LA.DIREIT;86,58;139;0;
4810;CARRETILHA TNT 4 4BALL BEARING LA.ESQUER;99,9;159;0;
4811;CARRETILHA TNT 7 7BALL BEARING LA.DIREIT;127,88;205;0;
5384;CARRETILHA TNT 8 8BALL BEARING LA.ESQUER;122,5;199;0;
4436;CARRETILHA VENTURA VT05 DIRE.5 BALL BEAR;145;239;0;
4437;CARRETILHA VENTURA VT05 ESQU.5 BALL BEAR;145;239;0;
7407;CARRETILHA XINGU MARK 9 BALL BEARINGS;110;180;0;
8469;CARRETILHA XINGU ZEUS 9 ROL DIR.XV3116D;129,9;208;0;
8470;CARRETILHA XINGU ZEUS 9 ROL ESQ.XV3116E;129,9;208;0;
3286;CARRINHO DE FEIRA REFORCADO;25,22;38;0;
14718;CARRINHO DE MAO CONTRUCAO PLAST.55LT TRAMONTINA;192;289,9;50,99;
2958;CARRINHO DE MAO PNEU CAMARA;144,07;232;61,03;
15752;CARRINHO DE MAO PNEU CAMARA CACAMBA PLASTICA 90LT;260;390;50;
5893;CARRINHO DE MAO PNEU CAMARA FISCHER;169,7;260;53,21;
14864;CARRINHO DE MAO PNEU CAMARA GALVANIZADO 501 FUZIL;109,9;199,99;81,97;
12844;CARRINHO DE PRAIA MOR ALUMINIO 2495;162,7;244,9;50,52;
3287;CARRINHO P/BAGAGEM 80KG REFORCADO;26,99;41;0;
1557;CARTAMO;9;15,3;70;
5354;CARTEIRA COURO AGS COUROS;10;25;0;
6189;CARTEIRA COURO JM COURUM;12;24;0;
5695;CARTEIRA COURO LIDER COURO;25;45;80;
5694;CARTEIRA COURO NEZZON COURO;12;28;0;
8507;CARTEIRA COURO RAY;30;49,99;66,63;
5353;CARTEIRA COURO VISA COURUM;10;25;0;
6791;CARTEIRA COURO YSLLLNK COURO;12;25;0;
10744;CARTEIRA DIVERSA;6,5;11;69,23;
15856;CARTEIRA MASCULINA MARROM;14,99;23,98;59,97;
3395;CARTEIRA NITTY COURO;4;10;0;
13905;CARTEIRA POPULAR CINZA S/BOTAO REF.5589;15,71;26;65,5;
13904;CARTEIRA POPULAR MARROM ESCURO S/BOTAO REF.5589;15,71;26;65,5;
13906;CARTEIRA POPULAR PRETA C/BOTAO;11,68;19,9;70,38;
13907;CARTEIRA POPULAR PRETA C/PASSADOR;11,68;19,9;70,38;
13908;CARTEIRA POPULAR PRETA S/BOTAO REF.5589;15,71;26;65,5;
3397;CARTEIRA ZIPER E VELCRO;5,5;12,5;0;
3396;CARTEIRA ZIPER MASCULINO;3,5;10;0;
5615;CARTUCHO P/FILTRO A P/BOMBAS INTEX;9,493;15;0;
11624;CARTUCHO P/FILTRO A P/BOMBAS INTEX;18,4;29,5;60,33;
6223;CARVAO ATIVADO 1KG VENTURA;31,99;51,7;61,61;
4469;CARVAO ATIVADO 250GR VIGO AR;6,68;11;0;
7194;CARVAO ATIVADO VENTURA 100GR;11;17,8;61,82;
5837;CARVAO ATIVADO VENTURA 250GR;16,8;26,9;60,12;
6224;CARVAO ATIVADO VENTURA 500GR;21,2;34,6;63,21;
6119;CARVAO ATIVADO VIGO AR 100GR;5,89;9,5;0;
285;CARVAO ATIVADO VIGO AR 160GR;5,59;9;0;
2464;CARVAO ATIVADO VIGO AR 500GR;10;16;0;
3788;CARVAO ATIVADO VIGO AR 600GR;16,12;25;0;
286;CARVAO ATIVADO VIGO AR 60GR;2,56;4,1;0;
5347;CARVAO BALI-HAI DISCO AZUL;2,4;10;316,67;
6659;CARVAO DE BAMBOO BLACK KUNG C/10 PASTILI;1,55;4;0;
7202;CARVAO DE COCO ALWAHA GOLD 1KG;15;25;0;
5857;CARVAO DE COCO BALI-HAI 36UN;7,5;15;0;
7201;CARVAO DE COCO COCOKING 16PECAS;5;8;0;
7200;CARVAO DE COCO COCOKING 250GR;8;15;0;
5856;CARVAO DE COCO COCOKING 84 PC;18;36;0;
7607;CARVAO DE COCO FIRESTAR 1KG;18;28,8;0;
7609;CARVAO DE COCO FIRESTAR 250GR;9;16;0;
11894;CARVAO DE COCO FUMETA 1KG;23;36,8;60;
9638;CARVAO DE COCO NAY 500GR;7,84;14;78,57;
10048;CARVAO DE COCO ZOMO 12KG;265;397,5;50;
8076;CARVAO DE COCO ZOMO 1KG;31,29;49,99;59,76;
8077;CARVAO DE COCO ZOMO 500GR;20;32;60;
12050;CARVAO DE COCO ZOMO UN;1;2;100;
3877;CARVAO P/NARGUILE BALI-HAI C/10 DISCO VE;2,4;10;316,67;
2557;CARVAO P/NARGUILE FLASH CHARCOAL;1,05;2,1;0;
2097;CARVAO P/NARGUILE PRATA;0,28;0,6;0;
11531;CARVAO VEGETAL P/ORQUIDEA 1LT 350GR;1,99;3,2;60,8;
17112;CARVOX PET 14GR;19,3;29,99;55,39;
7731;CASA ALVORADA N04 VERMELHA;114,99;199;0;
8598;CASA DOG HOUSE N01;16,99;39,99;135,37;
16878;CASA DOG HOUSE N02;23,98;51,99;116,81;
16879;CASA DOG HOUSE N03;59,99;129,9;116,54;
16880;CASA DOG HOUSE N04;99,99;224,99;125,01;
